filename,n_electrodes,n_samples,duration_sec,fs_eeg,bands,n_windows,condition
bb38_ut01.mat,47,2879,11.516,250,"{'delta': {'n_windows': 43, 'window_shape': (43, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 43, 'window_shape': (43, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 43, 'window_shape': (43, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 43, 'window_shape': (43, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 43, 'window_shape': (43, 47, 250), 'freq_range': (30, 50)}}",43,fast
bb38_ut03.mat,47,3394,13.576,250,"{'delta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (30, 50)}}",51,fast
bb38_ut04.mat,47,3447,13.788,250,"{'delta': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (30, 50)}}",52,fast
bb38_ut06.mat,47,3186,12.744,250,"{'delta': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (30, 50)}}",48,fast
bb38_ut07.mat,47,3506,14.024,250,"{'delta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (30, 50)}}",53,fast
bb38_ut09.mat,47,2963,11.852,250,"{'delta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (30, 50)}}",44,fast
bb38_ut10.mat,47,3130,12.52,250,"{'delta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (30, 50)}}",47,fast
bb38_ut12.mat,47,3355,13.42,250,"{'delta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (30, 50)}}",51,fast
bb38_ut13.mat,47,3106,12.424,250,"{'delta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (30, 50)}}",47,fast
bb38_ut14.mat,47,3327,13.308,250,"{'delta': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (30, 50)}}",50,fast
bb38_ut15.mat,47,2974,11.896,250,"{'delta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (30, 50)}}",44,fast
bb38_ut17.mat,47,3510,14.04,250,"{'delta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (30, 50)}}",53,fast
bb38_ut18.mat,47,3134,12.536,250,"{'delta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (30, 50)}}",47,fast
bb38_ut20.mat,47,3241,12.964,250,"{'delta': {'n_windows': 49, 'window_shape': (49, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 49, 'window_shape': (49, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 49, 'window_shape': (49, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 49, 'window_shape': (49, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 49, 'window_shape': (49, 47, 250), 'freq_range': (30, 50)}}",49,fast
bb38_ut21.mat,47,3154,12.616,250,"{'delta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (30, 50)}}",47,fast
bb38_ut22.mat,47,3588,14.352,250,"{'delta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (30, 50)}}",54,fast
bb38_ut23.mat,47,3225,12.9,250,"{'delta': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (30, 50)}}",48,fast
bb41_ut01.mat,47,2879,11.516,250,"{'delta': {'n_windows': 43, 'window_shape': (43, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 43, 'window_shape': (43, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 43, 'window_shape': (43, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 43, 'window_shape': (43, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 43, 'window_shape': (43, 47, 250), 'freq_range': (30, 50)}}",43,fast
bb41_ut02.mat,47,3568,14.272,250,"{'delta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (30, 50)}}",54,fast
bb41_ut03.mat,47,3394,13.576,250,"{'delta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (30, 50)}}",51,fast
bb41_ut04.mat,47,3447,13.788,250,"{'delta': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (30, 50)}}",52,fast
bb41_ut06.mat,47,3186,12.744,250,"{'delta': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (30, 50)}}",48,fast
bb41_ut07.mat,47,3506,14.024,250,"{'delta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (30, 50)}}",53,fast
bb41_ut08.mat,47,2967,11.868,250,"{'delta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (30, 50)}}",44,fast
bb41_ut10.mat,47,3130,12.52,250,"{'delta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (30, 50)}}",47,fast
bb41_ut11.mat,47,3427,13.708,250,"{'delta': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (30, 50)}}",52,fast
bb41_ut12.mat,47,3355,13.42,250,"{'delta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (30, 50)}}",51,fast
bb41_ut13.mat,47,3106,12.424,250,"{'delta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (30, 50)}}",47,fast
bb41_ut14.mat,47,3327,13.308,250,"{'delta': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (30, 50)}}",50,fast
bb41_ut15.mat,47,2974,11.896,250,"{'delta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (30, 50)}}",44,fast
bb41_ut16.mat,47,2663,10.652,250,"{'delta': {'n_windows': 39, 'window_shape': (39, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 39, 'window_shape': (39, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 39, 'window_shape': (39, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 39, 'window_shape': (39, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 39, 'window_shape': (39, 47, 250), 'freq_range': (30, 50)}}",39,fast
bb41_ut17.mat,47,3510,14.04,250,"{'delta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (30, 50)}}",53,fast
bb41_ut18.mat,47,3134,12.536,250,"{'delta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (30, 50)}}",47,fast
bb41_ut19.mat,47,3555,14.22,250,"{'delta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (30, 50)}}",54,fast
bb41_ut22.mat,47,3588,14.352,250,"{'delta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (30, 50)}}",54,fast
bb41_ut23.mat,47,3225,12.9,250,"{'delta': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 48, 'window_shape': (48, 47, 250), 'freq_range': (30, 50)}}",48,fast
bb44_ut02.mat,47,3568,14.272,250,"{'delta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (30, 50)}}",54,fast
bb44_ut03.mat,47,3394,13.576,250,"{'delta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (30, 50)}}",51,fast
bb44_ut05.mat,47,3581,14.324,250,"{'delta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 54, 'window_shape': (54, 47, 250), 'freq_range': (30, 50)}}",54,fast
bb44_ut10.mat,47,3130,12.52,250,"{'delta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (30, 50)}}",47,fast
bb44_ut11.mat,47,3427,13.708,250,"{'delta': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 52, 'window_shape': (52, 47, 250), 'freq_range': (30, 50)}}",52,fast
bb44_ut12.mat,47,3355,13.42,250,"{'delta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 51, 'window_shape': (51, 47, 250), 'freq_range': (30, 50)}}",51,fast
bb44_ut14.mat,47,3327,13.308,250,"{'delta': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 50, 'window_shape': (50, 47, 250), 'freq_range': (30, 50)}}",50,fast
bb44_ut15.mat,47,2974,11.896,250,"{'delta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 44, 'window_shape': (44, 47, 250), 'freq_range': (30, 50)}}",44,fast
bb44_ut17.mat,47,3510,14.04,250,"{'delta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 53, 'window_shape': (53, 47, 250), 'freq_range': (30, 50)}}",53,fast
bb44_ut21.mat,47,3154,12.616,250,"{'delta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 47, 'window_shape': (47, 47, 250), 'freq_range': (30, 50)}}",47,fast
